"zip_code","latitude","longitude","city","state","county"
"00727",18.212965,-66.0580368,Caguas,PR,Caguas
"00728",18.0019951,-66.6074295,Ponce,PR,Ponce
"00729",18.3330936,-65.8838654,Canovanas,PR,Canovanas
"00730",18.0019951,-66.6074295,Ponce,PR,Ponce
"00731",18.0383091,-66.6263428,Ponce,PR,Ponce
"00732",18.0217819,-66.613739,Ponce,PR,Ponce
"00733",18.019331,-66.6191635,Ponce,PR,Ponce
"00734",17.9994984,-66.6439362,Ponce,PR,Ponce
"00735",18.2648716,-65.5947723,Ceiba,PR,Ceiba
"00736",18.1029663,-66.1392746,Cayey,PR,Cayey
"00737",18.1029663,-66.1392746,Cayey,PR,Cayey
"00738",18.3593807,-65.6113586,Fajardo,PR,Fajardo
"00739",18.181469,-66.1695175,Cidra,PR,Cidra
"00740",18.3319588,-65.6387787,Puerto Real,PR,Fajardo
"00741",18.1621552,-65.7534866,Punta Santiago,PR,Humacao
"00742",18.2648716,-65.5947723,Roosevelt Roads,PR,Ceiba
"00744",18.2063293,-65.7430573,Rio Blanco,PR,Naguabo
"00745",18.3673477,-65.8165817,Rio Grande,PR,Rio Grande
"00751",17.9985199,-66.2648239,Salinas,PR,Salinas
"00754",18.1875839,-65.9623871,San Lorenzo,PR,San Lorenzo
"00757",17.9912338,-66.395546,Santa Isabel,PR,Santa Isabel
"00765",18.1233463,-65.4603577,Vieques,PR,Vieques
"00766",18.1205196,-66.4966049,Villalba,PR,Villalba
"00767",18.0455227,-65.8869858,Yabucoa,PR,Yabucoa
"00769",18.0959911,-66.3508072,Coamo,PR,Coamo
"00771",18.1965752,-65.8719711,Las Piedras,PR,Las Piedras
"00772",18.4474068,-65.8993607,Loiza,PR,Loiza
"00773",18.3660278,-65.7081375,Luquillo,PR,Luquillo
"00775",18.3237362,-65.2964706,Culebra,PR,Culebra
"00777",18.2064896,-65.9017715,Juncos,PR,Juncos
"00778",18.2590923,-65.9746399,Gurabo,PR,Gurabo
"00780",18.0019951,-66.6074295,Coto Laurel,PR,Ponce
"00782",18.2249584,-66.2198868,Comerio,PR,Comerio
"00783",18.304369,-66.3305283,Corozal,PR,Corozal
"00784",17.9922905,-66.1392517,Guayama,PR,Guayama
"00785",18.0188217,-66.7956009,Guayama,PR,Guayanilla
"00786",18.1280918,-66.2687149,La Plata,PR,Aibonito
"00791",18.1380291,-65.7884979,Humacao,PR,Humacao
"00792",18.1380291,-65.7884979,Humacao,PR,Humacao
"00794",18.2008972,-66.3072357,Barranquitas,PR,Barranquitas
"00795",17.9973679,-66.4932175,Juana Diaz,PR,Juana Diaz
"00801",18.3222847,-64.9637146,St Thomas,VI,Saint Thomas
"00802",18.3222847,-64.9637146,St Thomas,VI,Saint Thomas
"00803",18.3222847,-64.9637146,St Thomas,VI,Saint Thomas
"00804",18.3222847,-64.9637146,St Thomas,VI,Saint Thomas
"00805",18.3222847,-64.9637146,St Thomas,VI,Saint Thomas
"00820",17.734211,-64.7346954,Christiansted,VI,Saint Croix
"00821",17.734211,-64.7346954,Christiansted,VI,Saint Croix
"00822",17.734211,-64.7346954,Christiansted,VI,Saint Croix
"00823",17.734211,-64.7346954,Christiansted,VI,Saint Croix
"00824",17.734211,-64.7346954,Christiansted,VI,Saint Croix
"00830",18.3281593,-64.7407379,St John,VI,Saint John
"00831",18.3281593,-64.7407379,St John,VI,Saint John
"00840",17.734211,-64.7346954,Frederiksted,VI,Saint Croix
"00841",17.734211,-64.7346954,Frederiksted,VI,Saint Croix
"00850",17.734211,-64.7346954,Kingshill,VI,Saint Croix
"00851",17.734211,-64.7346954,Kingshill,VI,Saint Croix
"00901",18.4659004,-66.103569,San Juan,PR,San Juan
"00902",18.4104614,-66.0605316,San Juan,PR,San Juan
"00906",18.4104614,-66.0605316,San Juan,PR,San Juan
"00907",18.4516468,-66.0770035,San Juan,PR,San Juan
"00908",18.4104614,-66.0605316,San Juan,PR,San Juan
"00909",18.4433842,-66.0681305,San Juan,PR,San Juan
"00910",18.4104614,-66.0605316,San Juan,PR,San Juan
"00911",18.4508286,-66.0578613,San Juan,PR,San Juan
"00912",18.4441872,-66.0598602,San Juan,PR,San Juan
"00913",18.4507351,-66.0433502,San Juan,PR,San Juan
"00914",18.4104614,-66.0605316,San Juan,PR,San Juan
"00915",18.4378967,-66.0480881,San Juan,PR,San Juan
"00916",18.4104614,-66.0605316,San Juan,PR,San Juan
"00917",18.4220181,-66.0506058,San Juan,PR,San Juan
"00918",18.4190693,-66.0623169,San Juan,PR,San Juan
"00919",18.4104614,-66.0605316,San Juan,PR,San Juan
"00920",18.4068089,-66.0918884,San Juan,PR,San Juan
"00921",18.3904285,-66.066124,San Juan,PR,San Juan
"00922",18.4104614,-66.0605316,San Juan,PR,San Juan
"00923",18.4107742,-66.036705,San Juan,PR,San Juan
"00924",18.3963928,-66.0114594,San Juan,PR,San Juan
"00925",18.4010544,-66.0497742,San Juan,PR,San Juan
"00926",18.3693752,-66.0628052,San Juan,PR,San Juan
"00927",18.3851738,-66.0719604,San Juan,PR,San Juan
"00928",18.4104614,-66.0605316,San Juan,PR,San Juan
"00929",18.4104614,-66.0605316,San Juan,PR,San Juan
"00930",18.4104614,-66.0605316,San Juan,PR,San Juan
"00931",18.4104614,-66.0605316,San Juan,PR,San Juan
"00933",18.4104614,-66.0605316,San Juan,PR,San Juan
"00934",18.3448696,-66.1660156,Fort Buchanan,PR,Bayamon
"00935",18.4104614,-66.0605316,San Juan,PR,San Juan
"00936",18.4104614,-66.0605316,San Juan,PR,San Juan
"00937",18.4104614,-66.0605316,San Juan,PR,San Juan
"00938",18.4104614,-66.0605316,San Juan,PR,San Juan
"00939",18.4104614,-66.0605316,San Juan,PR,San Juan
"00940",18.4104614,-66.0605316,San Juan,PR,San Juan
"00949",18.4319115,-66.1996918,Toa Baja,PR,Toa Baja
"00950",18.4577618,-66.1965027,Toa Baja,PR,Toa Baja
"00951",18.4577618,-66.1965027,Toa Baja,PR,Toa Baja
"00952",18.4577618,-66.1965027,Sabana Seca,PR,Toa Baja
"00953",18.3567944,-66.2570114,Toa Alta,PR,Toa Alta
"00954",18.3589382,-66.25811,Toa Alta,PR,Toa Alta
"00955",18.4104614,-66.0605316,San Juan,PR,San Juan
"00956",18.3267021,-66.1741791,Bayamon,PR,Bayamon
"00957",18.3666458,-66.1839066,Bayamon,PR,Bayamon
"00958",18.3448696,-66.1660156,Bayamon,PR,Bayamon
"00959",18.3870583,-66.1590424,Bayamon,PR,Bayamon
"00960",18.3448696,-66.1660156,Bayamon,PR,Bayamon
"00961",18.4131947,-66.1686478,Bayamon,PR,Bayamon
"00962",18.4376431,-66.1404037,Catano,PR,Catano
"00963",18.4432163,-66.1392899,Catano,PR,Catano
"00965",18.4287834,-66.115387,Guaynabo,PR,Guaynabo
"00966",18.3968143,-66.1148911,Guaynabo,PR,Guaynabo
"00968",18.4104614,-66.0605316,Guaynabo,PR,San Juan
"00969",18.3623219,-66.1137314,Guaynabo,PR,Guaynabo
"00970",18.3591423,-66.1122971,Guaynabo,PR,Guaynabo
"00971",18.3094196,-66.1136093,Guaynabo,PR,Guaynabo
"00975",18.4104614,-66.0605316,San Juan,PR,San Juan
"00976",18.3381329,-65.9892273,Trujillo Alto,PR,Trujillo Alto
"00977",18.3370037,-65.990097,Trujillo Alto,PR,Trujillo Alto
"00978",18.3370037,-65.990097,Saint Just Contract,PR,Trujillo Alto
"00979",18.4104614,-66.0605316,Carolina,PR,San Juan
"00981",18.4104614,-66.0605316,Carolina,PR,San Juan
"00982",18.4104614,-66.0605316,Carolina,PR,San Juan
"00983",18.4134521,-65.9776611,Carolina,PR,Carolina
"00984",18.3933544,-65.972496,Carolina,PR,Carolina
"00985",18.3457413,-65.9388809,Carolina,PR,Carolina
"00986",18.3933544,-65.972496,Carolina,PR,Carolina
"00987",18.3734665,-65.9599304,Carolina,PR,Carolina
"00988",18.3933544,-65.972496,Carolina,PR,Carolina
"01001",42.1405487,-72.7886581,Agawam,MA,Hampden
"01002",42.3670921,-72.4645691,Amherst,MA,Hampshire
"01003",42.3695602,-72.6359863,Amherst,MA,Hampshire
"01004",42.3844948,-72.5131836,Amherst,MA,Hampshire
"01005",42.3291588,-72.1394653,Barre,MA,Worcester
"01007",42.2802658,-72.4020538,Belchertown,MA,Hampshire
"01008",42.1778336,-72.9583588,Blandford,MA,Hampden
"01009",42.2060928,-72.3404846,Bondsville,MA,Hampden
"01010",42.1085854,-72.204483,Brimfield,MA,Hampden
"01011",42.2942581,-72.952774,Chester,MA,Hampden
"01012",42.3922729,-72.8256073,Chesterfield,MA,Hampshire
"01013",42.1614914,-72.6673431,Chicopee,MA,Hampden
"01014",42.1707306,-72.6048431,Chicopee,MA,Hampden
"01020",42.1774902,-72.562561,Chicopee,MA,Hampden
"01021",42.1707306,-72.6048431,Chicopee,MA,Hampden
"01022",42.1933937,-72.5543594,Chicopee,MA,Hampden
"01026",42.4286156,-72.9098434,Cummington,MA,Hampshire
"01027",42.3683014,-72.768837,Easthampton,MA,Hampshire
"01028",42.0620079,-72.4987411,East Longmeadow,MA,Hampden
"01029",42.1909027,-73.0516586,East Otis,MA,Berkshire
"01030",42.1893349,-72.7977371,Feeding Hills,MA,Hampden
"01031",42.3525543,-72.2057266,Gilbertville,MA,Worcester
"01032",42.4438362,-72.8194427,Goshen,MA,Hampshire
"01033",42.2622833,-72.5040894,Granby,MA,Hampshire
"01034",42.1127472,-72.9520035,Granville,MA,Hampden
"01035",42.3568039,-72.5766144,Hadley,MA,Hampshire
"01036",42.0676155,-72.4175034,Hampden,MA,Hampden
"01037",42.3478546,-72.2252502,Hardwick,MA,Worcester
"01038",42.3872681,-72.6430817,Hatfield,MA,Hampshire
"01039",42.356411,-72.6821289,Haydenville,MA,Hampshire
"01040",42.1982918,-72.642067,Holyoke,MA,Hampden
"01041",42.1707306,-72.6048431,Holyoke,MA,Hampden
"01050",42.313427,-72.9036789,Huntington,MA,Hampshire
"01053",42.3538399,-72.7043839,Leeds,MA,Hampshire
"01054",42.4746819,-72.4675446,Leverett,MA,Franklin
"01056",42.173275,-72.627037,Ludlow,MA,Hampden
"01057",42.0953217,-72.2820663,Monson,MA,Hampden
"01059",42.3695602,-72.6359863,North Amherst,MA,Hampshire
"01060",42.4151535,-72.7692719,Northampton,MA,Hampshire
"01061",42.3695602,-72.6359863,Northampton,MA,Hampshire
"01062",42.3288383,-72.8452301,Florence,MA,Hampshire
"01063",42.3179398,-72.6402359,Northampton,MA,Hampshire
"01066",42.4066963,-72.6339035,North Hatfield,MA,Hampshire
"01068",42.3461456,-72.0588455,Oakham,MA,Worcester
"01069",42.1761322,-72.3145676,Palmer,MA,Hampden
"01070",42.4489822,-72.9583969,Plainfield,MA,Hampshire
"01071",42.177433,-72.8645554,Russell,MA,Hampden
"01072",42.4715614,-72.4401703,Shutesbury,MA,Franklin
"01073",42.2300072,-72.7284622,Southampton,MA,Hampshire
"01074",42.3759995,-72.1493912,South Barre,MA,Worcester
"01075",42.2498398,-72.5815201,South Hadley,MA,Hampshire
"01077",42.0666428,-72.5412064,Southwick,MA,Hampden
"01079",42.1928902,-72.3295746,Thorndike,MA,Hampden
"01080",42.1798058,-72.5178146,Three Rivers,MA,Hampden
"01081",42.0619469,-72.2136002,Wales,MA,Hampden
"01082",42.3774719,-72.5485458,Ware,MA,Hampshire
"01083",42.2040253,-72.19944,Warren,MA,Worcester
"01084",42.3903046,-72.8708572,West Chesterfield,MA,Hampshire
"01085",42.1486893,-72.5018845,Westfield,MA,Hampden
"01086",42.1734276,-72.8479614,Westfield,MA,Hampden
"01088",42.390583,-72.6468964,West Hatfield,MA,Hampshire
"01089",42.1257935,-72.6453323,West Springfield,MA,Hampden
"01090",42.1707306,-72.6048431,West Springfield,MA,Hampden
"01092",42.2028885,-72.2290268,West Warren,MA,Worcester
"01093",42.4426727,-72.6525116,Whately,MA,Franklin
"01094",42.3582001,-72.1408463,Wheelwright,MA,Worcester
"01095",42.1259727,-72.4899902,Wilbraham,MA,Hampden
"01096",42.4130707,-72.8216553,Williamsburg,MA,Hampshire
"01097",42.1617432,-72.8459091,Woronoco,MA,Hampden
"01098",42.4049416,-72.8961334,Worthington,MA,Hampshire
"01101",42.1707306,-72.6048431,Springfield,MA,Hampden
"01102",42.1707306,-72.6048431,Springfield,MA,Hampden
"01103",42.1030426,-72.5907822,Springfield,MA,Hampden
"01104",42.1286049,-72.5679626,Springfield,MA,Hampden
"01105",42.0997925,-72.5777283,Springfield,MA,Hampden
"01106",42.0491943,-72.5678787,Longmeadow,MA,Hampden
"01107",42.126236,-72.586731,Springfield,MA,Hampden
"01108",42.0805931,-72.5580826,Springfield,MA,Hampden
"01109",42.1192932,-72.5489807,Springfield,MA,Hampden
"01111",42.1707306,-72.6048431,Springfield,MA,Hampden
"01114",42.1707306,-72.6048431,Springfield,MA,Hampden
"01115",42.1028938,-72.5916367,Springfield,MA,Hampden
"01116",42.1707306,-72.6048431,Longmeadow,MA,Hampden
"01118",42.093895,-72.5232239,Springfield,MA,Hampden
"01119",42.1249428,-72.5267029,Springfield,MA,Hampden
"01128",42.0946159,-72.4872284,Springfield,MA,Hampden
"01129",42.124485,-72.4894791,Springfield,MA,Hampden
"01133",42.1707306,-72.6048431,Springfield,MA,Hampden
"01138",42.1707306,-72.6048431,Springfield,MA,Hampden
"01139",42.1707306,-72.6048431,Springfield,MA,Hampden
"01144",42.1017952,-72.591507,Springfield,MA,Hampden
"01151",42.1505928,-72.5127792,Indian Orchard,MA,Hampden
"01152",42.1707306,-72.6048431,Springfield,MA,Hampden
"01199",42.1199417,-72.6049805,Springfield,MA,Hampden
"01201",42.4794731,-73.2480698,Pittsfield,MA,Berkshire
"01202",42.3928986,-73.2284851,Pittsfield,MA,Berkshire
"01203",42.3928986,-73.2284851,Pittsfield,MA,Berkshire
"01220",42.3855934,-73.1721649,Adams,MA,Berkshire
"01222",42.1859703,-73.3186951,Ashley Falls,MA,Berkshire
"01223",42.3418007,-73.1034698,Becket,MA,Berkshire
"01224",42.3928986,-73.2284851,Berkshire,MA,Berkshire
"01225",42.4821243,-73.1274796,Cheshire,MA,Berkshire
"01226",42.470295,-73.0889511,Dalton,MA,Berkshire
"01227",42.5161438,-73.0928497,Dalton,MA,Berkshire
"01229",42.2792931,-73.343544,Glendale,MA,Berkshire
"01230",42.2993927,-73.2666473,Great Barrington,MA,Berkshire
"01235",42.2923698,-73.2216415,Hinsdale,MA,Berkshire
"01236",42.2912979,-73.3587952,Housatonic,MA,Berkshire
"01237",42.4875679,-73.2350464,Lanesboro,MA,Berkshire
"01238",42.3698578,-73.2674637,Lee,MA,Berkshire
"01240",42.4592018,-73.2198563,Lenox,MA,Berkshire
"01242",42.3385925,-73.2508926,Lenox Dale,MA,Berkshire
"01243",42.3560867,-73.0104446,Middlefield,MA,Hampshire
"01244",42.1228256,-73.2539825,Mill River,MA,Berkshire
"01245",42.1866913,-73.2064972,Monterey,MA,Berkshire
"01247",42.4269753,-73.1863174,North Adams,MA,Berkshire
"01252",42.1986465,-73.4462357,North Egremont,MA,Berkshire
"01253",42.2131577,-73.0904312,Otis,MA,Berkshire
"01254",42.2331047,-73.2383575,Richmond,MA,Berkshire
"01255",42.1489754,-73.148613,Sandisfield,MA,Berkshire
"01256",42.3673401,-73.1285248,Savoy,MA,Berkshire
"01257",42.3145638,-73.2676926,Sheffield,MA,Berkshire
"01258",42.1280746,-73.3608932,South Egremont,MA,Berkshire
"01259",42.1987114,-73.2785416,Southfield,MA,Berkshire
"01260",42.2865868,-73.3132706,South Lee,MA,Berkshire
"01262",42.3046036,-73.3300018,Stockbridge,MA,Berkshire
"01263",42.3928986,-73.2284851,Stockbridge,MA,Berkshire
"01264",42.2200012,-73.1978683,Tyringham,MA,Berkshire
"01266",42.3604813,-73.2653503,West Stockbridge,MA,Berkshire
"01267",42.6420746,-73.2576981,Williamstown,MA,Berkshire
"01270",42.4437256,-73.116127,Windsor,MA,Berkshire
"01301",42.6013336,-72.6236191,Greenfield,MA,Franklin
"01302",42.5221786,-72.6241608,Greenfield,MA,Franklin
"01330",42.5623894,-72.7381516,Ashfield,MA,Franklin
"01331",42.5473022,-72.1839066,Athol,MA,Worcester
"01337",42.6270599,-72.6428909,Bernardston,MA,Franklin
"01338",42.5738335,-72.7694855,Buckland,MA,Franklin
"01339",42.5942535,-72.6655045,Charlemont,MA,Franklin
"01340",42.6815376,-72.8229828,Colrain,MA,Franklin
"01341",42.5908241,-72.7097626,Conway,MA,Franklin
"01342",42.5472298,-72.6076813,Deerfield,MA,Franklin
"01343",42.6426659,-72.9862289,Drury,MA,Berkshire
"01344",42.6270714,-72.5536575,Erving,MA,Franklin
"01346",42.6180115,-72.7888947,Heath,MA,Franklin
"01347",42.5565567,-72.5181046,Lake Pleasant,MA,Franklin
"01349",42.6214104,-72.7056351,Turners Falls,MA,Franklin
"01350",42.7214546,-72.9762039,Monroe Bridge,MA,Franklin
"01351",42.5481071,-72.4869308,Montague,MA,Franklin
"01354",42.5221786,-72.6241608,Northfield,MA,Franklin
"01355",42.5187187,-72.5343704,New Salem,MA,Franklin
"01360",42.614151,-72.5282059,Northfield,MA,Franklin
"01364",42.5783234,-72.5565872,Orange,MA,Franklin
"01366",42.4596329,-72.1829605,Petersham,MA,Worcester
"01367",42.6830635,-72.7156677,Rowe,MA,Franklin
"01368",42.6721802,-72.196373,Royalston,MA,Worcester
"01369",42.5221786,-72.6241608,Shattuckville,MA,Franklin
"01370",42.5888138,-72.7587814,Shelburne Falls,MA,Franklin
"01373",42.4645233,-72.6823425,South Deerfield,MA,Franklin
"01375",42.5653458,-72.700943,Sunderland,MA,Franklin
"01376",42.6548767,-72.7181244,Turners Falls,MA,Franklin
"01378",42.6670609,-72.339653,Warwick,MA,Franklin
"01379",42.5810051,-72.4371796,Wendell,MA,Franklin
"01380",42.5534325,-72.3926926,Wendell Depot,MA,Franklin
"01420",42.5836906,-71.8167648,Fitchburg,MA,Worcester
"01430",42.6549072,-71.9209442,Ashburnham,MA,Worcester
"01431",42.4463959,-71.459404,Ashby,MA,Middlesex
"01432",42.4463959,-71.459404,Ayer,MA,Middlesex
"01436",42.6014252,-72.0838394,Baldwinville,MA,Worcester
"01438",42.5516815,-72.0294342,East Templeton,MA,Worcester
"01440",42.5825272,-72.0258865,Gardner,MA,Worcester
"01441",42.3648071,-71.8968658,Westminster,MA,Worcester
"01450",42.4463959,-71.459404,Groton,MA,Middlesex
"01451",42.5001869,-71.5758667,Harvard,MA,Worcester
"01452",42.4838943,-72.0115128,Hubbardston,MA,Worcester
"01453",42.4713173,-71.8375092,Leominster,MA,Worcester
"01460",42.4463959,-71.459404,Littleton,MA,Middlesex
"01462",42.5833206,-71.7522659,Lunenburg,MA,Worcester
"01463",42.4463959,-71.459404,Pepperell,MA,Middlesex
"01464",42.4463959,-71.459404,Shirley,MA,Middlesex
"01467",42.4870567,-71.6130753,Still River,MA,Worcester
"01468",42.5550575,-72.0722885,Templeton,MA,Worcester
"01469",42.4463959,-71.459404,Townsend,MA,Middlesex
"01470",42.4463959,-71.459404,Groton,MA,Middlesex
"01471",42.4463959,-71.459404,Groton,MA,Middlesex
"01472",42.4463959,-71.459404,West Groton,MA,Middlesex
"01473",42.5494881,-71.9132156,Westminster,MA,Worcester
"01474",42.4463959,-71.459404,West Townsend,MA,Middlesex
"01475",42.6616135,-72.0478745,Winchendon,MA,Worcester
"01477",42.3648071,-71.8968658,Winchendon Springs,MA,Worcester
"01501",42.1848335,-71.9471817,Auburn,MA,Worcester
"01503",42.3129005,-71.8416595,Berlin,MA,Worcester
"01504",42.1140785,-71.7997818,Blackstone,MA,Worcester
"01505",42.3000374,-71.9434586,Boylston,MA,Worcester
"01506",42.1916885,-72.105011,Brookfield,MA,Worcester
"01507",42.1327705,-71.9726257,Charlton,MA,Worcester
"01508",42.1097488,-72.0794525,Charlton City,MA,Worcester
"01509",42.3648071,-71.8968658,Charlton Depot,MA,Worcester
"01510",42.4139709,-71.6875229,Clinton,MA,Worcester
"01515",42.2053108,-72.0499039,East Brookfield,MA,Worcester
"01516",42.1130753,-71.8911362,Douglas,MA,Worcester
"01517",42.3648071,-71.8968658,East Princeton,MA,Worcester
"01518",42.1064034,-72.1140442,Fiskdale,MA,Worcester
"01519",42.2039452,-71.6828613,Grafton,MA,Worcester
"01520",42.336792,-71.845314,Holden,MA,Worcester
"01521",42.0610619,-72.1639938,Holland,MA,Hampden
"01522",42.2646294,-71.7954407,Jefferson,MA,Worcester
"01523",42.4271889,-71.9117737,Lancaster,MA,Worcester
"01524",42.2381935,-72.0123825,Leicester,MA,Worcester
"01525",42.3648071,-71.8968658,Linwood,MA,Worcester
"01526",42.3648071,-71.8968658,Manchaug,MA,Worcester
"01527",42.2556419,-71.8199615,Millbury,MA,Worcester
"01529",42.1246605,-71.8469467,Millville,MA,Worcester
"01531",42.3209381,-72.1286469,New Braintree,MA,Worcester
"01532",42.3221169,-71.6428223,Northborough,MA,Worcester
"01534",42.2071915,-71.8568039,Northbridge,MA,Worcester
"01535",42.275383,-72.0893402,North Brookfield,MA,Worcester
"01536",42.4075546,-71.860405,North Grafton,MA,Worcester
"01537",42.1662407,-71.8910522,North Oxford,MA,Worcester
"01538",42.3648071,-71.8968658,North Uxbridge,MA,Worcester
"01540",42.1092224,-71.8554459,Oxford,MA,Worcester
"01541",42.4519272,-71.8800583,Princeton,MA,Worcester
"01542",42.2200851,-71.91436,Rochdale,MA,Worcester
"01543",42.3835144,-71.954628,Rutland,MA,Worcester
"01545",42.2869911,-71.7153168,Shrewsbury,MA,Worcester
"01546",42.3648071,-71.8968658,Shrewsbury,MA,Worcester
"01550",42.1292496,-72.0311584,Southbridge,MA,Worcester
"01560",42.1765442,-71.6819153,South Grafton,MA,Worcester
"01561",42.4435387,-71.6861343,South Lancaster,MA,Worcester
"01562",42.254837,-72.0656128,Spencer,MA,Worcester
"01564",42.3667641,-71.9393768,Sterling,MA,Worcester
"01566",42.1027298,-72.0809937,Sturbridge,MA,Worcester
"01568",42.1755905,-71.6031952,Upton,MA,Worcester
"01569",42.0597343,-71.6384354,Uxbridge,MA,Worcester
"01570",42.1351013,-71.9941711,Webster,MA,Worcester
"01571",42.0591888,-71.9370346,Dudley,MA,Worcester
"01580",42.3648071,-71.8968658,Westborough,MA,Worcester
"01581",42.2552223,-71.8458633,Westborough,MA,Worcester
"01582",42.3648071,-71.8968658,Westborough,MA,Worcester
"01583",42.3627815,-71.7812119,West Boylston,MA,Worcester
"01585",42.2356377,-72.1725235,West Brookfield,MA,Worcester
"01586",42.3648071,-71.8968658,West Millbury,MA,Worcester
"01588",42.1665535,-71.8994827,Whitinsville,MA,Worcester
"01590",42.1265755,-71.7551956,Sutton,MA,Worcester
"01601",42.265274,-71.8794174,Worcester,MA,Worcester
"01602",42.2745934,-71.8469696,Worcester,MA,Worcester
"01603",42.2454414,-71.8392563,Worcester,MA,Worcester
"01604",42.2479553,-71.766777,Worcester,MA,Worcester
"01605",42.2887917,-71.7961273,Worcester,MA,Worcester
"01606",42.3118324,-71.7944641,Worcester,MA,Worcester
"01607",42.2264519,-71.7925034,Worcester,MA,Worcester
"01608",42.2935028,-71.9256973,Worcester,MA,Worcester
"01609",42.2825661,-71.8276825,Worcester,MA,Worcester
"01610",42.2464828,-71.8089142,Worcester,MA,Worcester
"01611",42.2393913,-71.8787155,Cherry Valley,MA,Worcester
